rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
3187,2300,1,1,500,6,3,96,0,0,0,0,0,0,0,0,Chinatown,Manhattan
3466,3775,1,1,600,0,2,56,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
11163,4350,1,1,880,7,14,16,0,0,0,1,0,0,0,0,Upper West Side,Manhattan
5852,3995,1,1,899,1,14,112,1,0,0,0,0,0,0,0,Financial District,Manhattan
960,2995,1,1,350,1,5,116,0,0,0,0,0,0,0,0,West Village,Manhattan
6080,4490,1,1,620,4,29,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
8996,3800,1,1,700,13,19,9,1,1,0,1,1,0,0,1,Midtown West,Manhattan
10706,3750,1,1,700,3,5,90,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
3842,5500,1,1,1165,5,22,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
7418,5475,1,1,1094,2,38,30,0,1,1,1,1,1,0,1,Midtown,Manhattan
10485,5150,1,1,695,3,18,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
2474,4950,1,1,1115,5,2,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6356,5225,1,1,770,3,11,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
292,4500,1,1,755,7,43,6,0,0,0,0,0,0,0,0,Midtown South,Manhattan
5416,2200,1,1,675,4,4,88,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
7667,4000,1,1,840,10,40,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
428,2750,1,1,730,5,3,9,0,0,0,0,0,0,0,0,East Harlem,Manhattan
6553,4270,1,1,630,2,12,13,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
7800,2150,1,1,687,4,2,96,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
1122,3500,1,1,651,6,34,37,1,0,0,1,0,0,0,0,Midtown East,Manhattan
7889,2150,1,1,650,7,2,115,0,1,0,1,1,0,1,1,Midtown West,Manhattan
8612,3815,1,1,665,8,23,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
11007,1625,1,1,560,6,2,96,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
3874,3500,1,1,722,12,32,32,0,0,0,0,0,0,0,0,Midtown East,Manhattan
9498,3495,1,1,686,10,34,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
5095,3550,1,1,748,6,9,10,0,1,0,0,0,1,1,0,Upper West Side,Manhattan
3698,6000,1,1,1500,2,2,151,0,0,0,0,0,0,0,0,Tribeca,Manhattan
5128,5000,1,1,707,2,5,8,0,1,0,1,1,1,0,0,Chelsea,Manhattan
4290,3995,1,1,800,3,5,27,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
11237,9950,1,2,2050,3,4,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
1510,3400,1,1,800,7,3,16,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1225,3300,1,1,725,4,5,91,0,1,1,1,1,1,0,0,Upper West Side,Manhattan
2450,6350,1,2,1352,1,2,126,1,0,0,0,0,0,0,0,Tribeca,Manhattan
583,5740,1,1,761,5,15,6,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4937,5000,1,1,764,2,20,38,1,0,1,1,0,1,0,0,Midtown West,Manhattan
3136,4050,1,1,805,11,20,15,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
750,5850,1,1,752,3,33,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
7782,2300,1,1,650,3,3,76,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4674,4095,1,1,713,4,9,19,1,0,0,0,0,1,0,0,Upper East Side,Manhattan
10368,3920,1,1,718,4,4,16,1,1,1,1,1,1,0,1,Chelsea,Manhattan
76,4795,1,1,707,7,10,16,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
8862,3800,1,1,600,2,14,9,1,0,0,0,0,0,0,0,Financial District,Manhattan
17,5000,1,1,805,4,4,9,0,1,1,1,1,1,0,1,Flatiron,Manhattan
10804,3950,1,1,899,1,3,112,1,0,0,0,0,0,0,0,Financial District,Manhattan
5030,4000,1,1,740,2,17,14,1,0,0,0,0,0,0,0,Midtown South,Manhattan
3200,3905,1,1,809,7,26,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
461,4000,1,1,700,3,4,62,0,0,1,1,1,0,0,0,West Village,Manhattan
9903,3631,1,1,707,3,1,71,1,0,0,0,0,0,0,0,Stuyvesant Town/PCV,Manhattan
919,4250,1,1,800,13,46,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4111,4995,1,1,972,7,10,6,0,0,1,0,0,0,0,0,Gramercy Park,Manhattan
210,4300,1,1,700,5,9,37,0,0,0,1,1,1,0,0,Upper West Side,Manhattan
2069,3950,1,1,750,2,2,106,0,0,1,1,1,0,0,0,Chelsea,Manhattan
10349,5995,1,2,1815,4,1,96,0,0,0,1,1,0,0,1,Financial District,Manhattan
9154,4785,1,1,823,5,17,44,1,0,0,0,0,0,0,0,Midtown East,Manhattan
3610,3595,1,1,620,11,9,31,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3560,5415,1,1,767,2,29,8,1,0,0,0,0,0,0,0,Midtown South,Manhattan
2524,5500,1,1,1145,4,2,11,0,0,0,1,1,0,0,1,Soho,Manhattan
7122,1700,1,1,400,8,3,5,0,0,0,0,0,0,0,0,East Harlem,Manhattan
4626,4990,1,1,643,3,32,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
3332,5495,1,1,860,2,19,30,1,0,0,0,0,0,0,0,Flatiron,Manhattan
3828,4050,1,1,834,2,6,58,0,1,1,0,1,1,0,0,Midtown East,Manhattan
10031,3900,1,1,720,4,8,7,0,0,0,0,0,0,0,0,Tribeca,Manhattan
8229,3195,1,1,574,2,11,99,1,0,0,1,1,0,0,1,Upper West Side,Manhattan
7471,3000,1,1,496,2,4,28,0,0,0,0,0,0,0,0,Midtown West,Manhattan
9496,3700,1,1,642,10,32,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
7680,2995,1,1,610,2,19,29,0,0,0,0,1,1,0,0,Battery Park City,Manhattan
2147,3190,1,1,650,6,1,106,0,0,0,0,0,0,0,0,East Village,Manhattan
2896,2300,1,1,400,12,2,106,0,0,0,0,0,0,0,0,East Village,Manhattan
1465,3100,1,1,475,3,2,116,0,0,0,0,0,0,0,0,West Village,Manhattan
8705,3950,1,1,800,2,10,8,0,1,1,0,0,1,0,0,Financial District,Manhattan
3291,4400,1,1,500,3,2,106,0,0,0,0,0,0,0,0,Soho,Manhattan
5009,3100,1,1,757,4,18,19,0,1,0,1,0,0,1,0,Upper West Side,Manhattan
4594,3700,1,1,763,3,6,31,0,0,0,1,1,1,0,1,Battery Park City,Manhattan
6371,6000,1,1,923,1,34,51,0,0,1,1,0,0,0,0,Greenwich Village,Manhattan
146,2600,1,1,525,2,5,115,0,0,0,1,0,0,0,0,Midtown,Manhattan
1827,4950,1,1,927,3,32,29,1,1,1,1,1,1,0,0,Financial District,Manhattan
10940,3932,1,1,678,4,9,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1511,3000,1,1,730,2,7,53,0,0,0,1,0,0,0,0,Midtown,Manhattan
6093,3450,1,1,750,2,7,96,0,0,0,0,0,0,0,0,Midtown South,Manhattan
5068,4375,1,1,668,2,23,16,1,0,1,0,0,0,0,0,Flatiron,Manhattan
2468,2900,1,1,600,12,16,27,0,0,0,1,1,0,0,1,Midtown East,Manhattan
1102,4200,1,1,690,7,6,6,0,0,1,1,0,0,0,0,Gramercy Park,Manhattan
3289,3665,1,1,674,4,8,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
10552,2995,1,1,800,4,1,66,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2361,3935,1,1,752,6,4,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1128,3400,1,1,636,4,5,31,1,1,0,0,0,0,0,0,Upper West Side,Manhattan
2593,3600,1,1,643,3,13,8,0,0,0,0,0,0,0,0,Midtown South,Manhattan
1019,4100,1,1,600,6,24,6,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4966,5300,1,1,855,1,11,8,0,1,0,0,1,0,0,0,Flatiron,Manhattan
866,3600,1,1,648,4,4,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4125,5150,1,1,719,4,6,9,0,0,1,1,1,1,0,1,Upper West Side,Manhattan
3343,5300,1,2,1141,6,5,113,0,0,0,1,0,0,0,0,Gramercy Park,Manhattan
8905,3950,1,1,679,1,6,29,0,0,0,0,0,0,0,0,Tribeca,Manhattan
4832,2685,1,1,550,3,10,53,0,0,0,0,1,0,0,0,Midtown East,Manhattan
7751,2695,1,1,700,2,5,106,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
2685,3500,1,1,625,4,19,42,0,0,1,1,1,0,0,1,Upper East Side,Manhattan
9474,9950,1,1,1238,2,2,3,0,0,0,0,0,0,0,0,West Village,Manhattan
9608,3675,1,1,900,2,4,55,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
11182,4200,1,1,800,2,5,106,0,0,1,1,1,1,0,1,Flatiron,Manhattan
684,2999,1,1,600,2,16,65,1,0,0,0,0,1,0,0,Midtown,Manhattan
3089,5100,1,1,720,3,11,115,0,0,0,1,1,0,0,1,Upper East Side,Manhattan
5689,2595,1,1,650,4,4,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
7820,3850,1,1,800,7,16,34,0,1,0,1,1,1,0,1,Midtown East,Manhattan
9900,4000,1,1,687,3,16,31,0,0,1,0,1,0,0,0,Battery Park City,Manhattan
11344,3290,1,1,750,2,10,89,0,0,0,0,0,0,0,0,Midtown,Manhattan
7100,2100,1,1,650,4,5,88,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
5685,4500,1,2,890,9,3,106,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4128,6000,1,1,801,1,1,3,0,0,0,0,0,0,0,0,East Village,Manhattan
7215,4000,1,1,555,2,4,8,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4016,2150,1,1,669,6,2,4,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
9843,1650,1,1,585,1,4,96,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
1224,5350,1,1,900,1,15,51,0,0,0,0,1,0,0,0,Greenwich Village,Manhattan
251,1800,1,1,670,4,1,116,1,1,1,1,1,1,0,1,East Harlem,Manhattan
2298,6000,1,1,1000,2,2,116,0,0,0,0,1,0,0,0,Soho,Manhattan
8108,5050,1,1,985,5,39,37,1,1,0,1,0,0,0,0,Upper East Side,Manhattan
5596,2200,1,1,550,2,2,108,0,0,0,0,0,1,0,0,Hamilton Heights,Manhattan
9482,3800,1,1,710,6,31,37,0,0,0,1,1,0,0,0,Midtown East,Manhattan
5936,4185,1,1,884,10,42,27,0,0,0,1,1,0,0,0,Midtown East,Manhattan
334,5900,1,1,980,3,24,33,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
385,3800,1,1,682,3,12,31,0,0,0,0,0,0,1,0,Battery Park City,Manhattan
2572,4080,1,1,560,1,2,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
6689,3500,1,1,700,1,5,91,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
7057,4000,1,1,775,2,4,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
4059,5500,1,2,934,2,18,29,0,0,0,0,0,1,1,0,Upper East Side,Manhattan
1823,4950,1,1,812,4,5,19,1,1,1,1,1,0,0,1,Upper West Side,Manhattan
3468,3495,1,1,771,2,7,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
6696,4500,1,1,874,2,3,25,0,0,1,1,0,0,0,0,Upper East Side,Manhattan
4227,7995,1,1,1075,4,33,33,0,0,0,1,0,1,0,0,Midtown,Manhattan
6794,3791,1,1,585,12,16,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
5876,5600,1,1,865,2,9,85,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
9421,3945,1,1,609,5,3,9,1,0,0,0,0,0,0,0,Tribeca,Manhattan
260,3950,1,1,606,2,37,6,0,0,1,1,1,0,0,1,Financial District,Manhattan
7128,3200,1,1,717,2,5,28,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
10453,5850,1,1,850,2,24,30,0,1,0,1,1,0,0,1,Flatiron,Manhattan
4448,3400,1,1,606,6,26,37,1,0,0,0,0,0,0,0,Midtown East,Manhattan
6425,3790,1,1,752,7,5,7,1,0,0,0,0,0,0,0,Midtown West,Manhattan
6712,4195,1,1,760,2,5,55,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
10298,1795,1,1,800,3,4,79,0,0,0,0,0,0,0,0,Inwood,Manhattan
8639,6000,1,1,982,7,50,6,0,0,0,0,0,0,0,0,Midtown South,Manhattan
3932,4765,1,1,741,4,6,2,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
7873,5250,1,1,896,4,6,8,0,0,0,0,0,0,0,0,East Village,Manhattan
1331,3845,1,1,841,5,4,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
5123,3560,1,1,698,6,5,14,1,0,1,1,1,1,0,1,Upper West Side,Manhattan
6209,7650,1,1,900,1,9,11,0,0,0,0,0,0,0,0,Midtown,Manhattan
2176,5200,1,1,861,4,14,37,0,1,1,1,1,1,0,0,Midtown West,Manhattan
5693,5250,1,1,850,2,25,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4167,2995,1,1,750,2,12,91,0,0,0,0,0,0,0,0,Morningside Heights,Manhattan
1709,4200,1,1,719,4,2,9,0,1,1,1,1,1,0,1,Tribeca,Manhattan
101,5000,1,1,700,3,7,16,0,1,1,1,1,1,0,1,Chelsea,Manhattan
8027,3395,1,1,620,9,6,15,1,0,1,1,1,0,0,0,Midtown East,Manhattan
8478,3730,1,1,740,2,28,9,1,0,0,0,0,0,0,0,Financial District,Manhattan
6892,5600,1,1,909,1,10,6,1,0,1,1,1,1,0,1,Tribeca,Manhattan
9698,2800,1,1,600,5,5,96,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
4376,4350,1,1,643,4,14,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
8584,3900,1,1,850,3,1,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1335,2999,1,1,800,4,2,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
5698,2595,1,1,600,7,5,106,0,0,1,1,1,1,0,1,East Village,Manhattan
5684,3946,1,1,547,1,12,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
655,5250,1,1,724,5,14,9,1,0,0,0,0,0,0,0,Tribeca,Manhattan
10364,3375,1,1,658,6,15,14,1,0,1,1,1,1,0,1,Midtown West,Manhattan
3305,3675,1,1,650,3,26,31,0,0,0,0,1,0,0,0,Midtown East,Manhattan
10083,3350,1,1,800,1,5,116,0,0,0,1,0,0,0,0,Little Italy,Manhattan
1635,3500,1,1,760,5,3,8,0,0,1,0,0,0,0,0,Midtown West,Manhattan
8617,4700,1,1,941,7,22,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
6538,4615,1,1,775,9,7,86,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
5590,4000,1,1,900,16,12,65,0,0,0,1,1,0,0,1,Upper East Side,Manhattan
814,3950,1,1,860,2,33,29,0,0,0,0,0,0,0,0,Midtown,Manhattan
2419,5400,1,1,855,1,14,8,0,0,0,0,0,0,0,0,Flatiron,Manhattan
9514,5100,1,1,767,2,10,9,1,0,0,0,0,0,0,0,Flatiron,Manhattan
5987,2150,1,1,615,4,5,12,0,1,0,1,1,0,0,1,East Harlem,Manhattan
1842,3415,1,1,592,1,7,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
5480,3695,1,1,1000,4,14,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1024,4600,1,1,750,6,3,106,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
3912,3700,1,1,800,1,4,25,0,1,0,1,1,1,0,1,Upper West Side,Manhattan
8018,3550,1,1,642,10,29,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
5673,3535,1,1,702,5,10,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4531,9000,1,2,1800,2,5,116,0,0,0,0,0,0,0,0,Soho,Manhattan
3937,4000,1,1,639,5,8,37,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
9363,2400,1,1,400,5,2,76,0,0,0,0,1,0,0,0,Midtown East,Manhattan
420,2900,1,1,700,3,4,30,0,0,0,1,1,1,0,1,Upper West Side,Manhattan
1976,3510,1,1,788,7,4,29,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
400,4000,1,1,550,2,9,89,0,1,1,1,1,1,0,1,Midtown,Manhattan
9218,3370,1,1,583,10,12,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
9203,3495,1,1,773,3,30,29,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
8964,3100,1,1,683,1,4,30,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
10340,4610,1,1,602,3,8,16,1,1,1,1,1,1,0,1,Chelsea,Manhattan
642,4768,1,1,600,2,39,16,1,1,0,1,1,0,0,1,Flatiron,Manhattan
3597,3650,1,1,709,4,3,116,0,0,0,1,1,0,0,0,Financial District,Manhattan
2220,4000,1,1,768,2,37,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4656,5500,1,1,900,4,5,96,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
10321,3150,1,1,770,8,7,55,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
10056,2400,1,1,775,2,2,95,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
6114,3200,1,1,670,1,7,29,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
6120,4495,1,1,778,3,34,13,1,0,0,0,0,0,0,0,Midtown,Manhattan
2802,3150,1,1,700,12,8,32,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4624,3950,1,1,737,1,9,19,1,1,1,1,1,1,0,1,Midtown West,Manhattan
6702,4000,1,1,850,7,12,34,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3074,5950,1,1,732,8,16,10,1,0,0,0,0,0,0,0,Chelsea,Manhattan
151,7500,1,1,992,5,14,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
9475,4686,1,1,759,43,7,8,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1792,4500,1,1,938,1,7,180,0,0,0,1,1,0,0,1,Financial District,Manhattan
2636,3000,1,1,703,4,5,27,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
877,4650,1,1,670,2,20,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
8560,3350,1,1,714,5,16,26,0,0,0,0,0,0,0,0,Midtown East,Manhattan
9921,2950,1,1,819,11,4,108,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
53,6250,1,1,987,2,6,8,0,1,1,1,1,1,0,0,Midtown,Manhattan
4917,4750,1,1,851,7,9,12,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
5280,2495,1,1,600,3,6,76,1,0,1,0,0,1,0,0,Upper West Side,Manhattan
10930,2150,1,1,600,5,2,126,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
9136,3400,1,1,623,2,11,89,0,0,0,1,1,0,0,1,Midtown,Manhattan
8158,2690,1,1,600,1,9,87,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3397,2000,1,1,600,8,2,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2629,2990,1,1,504,6,4,113,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
11,6995,1,1,800,2,30,86,0,0,0,1,1,0,0,1,Central Park South,Manhattan
8504,6500,1,1,1218,2,5,101,0,1,0,1,1,0,1,0,Tribeca,Manhattan
10085,5700,1,1,940,2,14,13,0,0,0,1,0,0,0,0,Midtown,Manhattan
4970,3900,1,1,560,2,1,106,0,1,0,0,0,0,0,1,West Village,Manhattan
6592,4195,1,1,700,7,8,6,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
1117,3800,1,1,900,2,3,52,0,1,1,1,1,1,0,1,Greenwich Village,Manhattan
2697,3410,1,1,850,3,6,66,0,1,1,1,1,1,0,1,Chelsea,Manhattan
1028,3000,1,1,600,5,10,30,0,0,0,1,1,0,0,1,Midtown East,Manhattan
6268,2400,1,1,600,3,3,96,0,0,0,0,0,0,0,0,Midtown West,Manhattan
7423,3000,1,1,615,12,4,8,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4308,3800,1,1,850,4,6,85,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3924,3800,1,1,800,5,6,104,1,0,1,1,1,1,0,0,Upper West Side,Manhattan
3794,4280,1,1,875,43,27,10,0,0,1,1,1,1,0,0,Battery Park City,Manhattan
10700,4275,1,1,735,4,36,47,1,1,1,1,1,0,0,1,Upper West Side,Manhattan
8259,2050,1,1,450,6,1,106,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
3893,4565,1,1,642,7,6,5,1,0,0,0,0,0,0,0,Chelsea,Manhattan
3126,3800,1,1,840,4,12,55,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
6788,3100,1,1,849,7,3,12,0,0,1,1,1,0,0,0,Roosevelt Island,Manhattan
4631,5940,1,1,709,3,30,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
9786,3500,1,1,700,3,12,29,0,0,0,1,1,0,0,1,Upper West Side,Manhattan
319,4140,1,1,825,5,11,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
8720,3876,1,1,529,1,8,29,1,1,0,1,1,1,0,1,Chelsea,Manhattan
6414,3595,1,1,773,4,23,18,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
8370,3300,1,1,649,43,40,43,1,0,0,0,0,0,0,0,Midtown East,Manhattan
5060,3750,1,2,820,5,22,86,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
1338,7795,1,1,800,2,21,11,0,0,1,1,1,1,0,1,Midtown,Manhattan
2932,3500,1,1,650,11,16,31,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
3743,3642,1,1,610,8,19,41,1,0,0,0,0,0,0,0,Midtown East,Manhattan
191,3900,1,1,801,2,6,84,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1123,3500,1,1,725,12,23,32,1,0,0,0,0,0,0,0,Midtown East,Manhattan
5670,3365,1,1,637,10,6,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2650,3705,1,1,697,5,11,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2405,4216,1,1,744,7,5,6,0,0,0,0,0,0,1,0,Gramercy Park,Manhattan
2464,3395,1,1,800,3,14,76,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
5592,2800,1,1,670,3,3,106,0,0,1,0,1,1,0,1,Chelsea,Manhattan
10515,3575,1,1,705,5,6,30,0,0,1,1,1,1,0,1,Upper East Side,Manhattan
4067,3150,1,1,560,2,4,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1519,4050,1,1,762,3,19,29,1,0,0,1,1,0,0,1,Financial District,Manhattan
10147,3900,1,1,884,10,37,27,0,0,0,1,1,1,0,0,Midtown East,Manhattan
3888,3595,1,1,735,4,6,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
3573,2495,1,1,550,2,3,116,0,0,0,0,1,0,0,0,East Village,Manhattan
8058,3645,1,1,600,2,8,99,1,0,0,1,0,0,0,0,Upper West Side,Manhattan
5301,5110,1,1,745,2,18,0,1,0,0,0,0,0,0,0,Midtown South,Manhattan
2935,2550,1,1,550,3,8,58,0,0,0,1,1,0,0,0,Midtown East,Manhattan
4571,2900,1,1,550,1,6,51,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4372,4650,1,1,942,1,4,25,0,0,0,1,0,0,0,0,Upper West Side,Manhattan
10429,3500,1,1,693,3,3,15,1,1,0,0,1,0,0,1,Upper West Side,Manhattan
89,2215,1,1,710,5,7,7,1,0,0,0,0,0,0,0,East Harlem,Manhattan
5187,3325,1,1,628,6,5,14,1,1,1,1,1,1,0,1,Midtown West,Manhattan
10675,4250,1,1,809,7,21,33,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
689,5999,1,1,1000,6,8,33,0,0,0,0,0,0,0,0,Midtown East,Manhattan
5963,3500,1,1,947,4,2,8,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
552,3750,1,1,800,2,15,89,0,0,0,1,1,0,0,0,Midtown,Manhattan
10925,3195,1,1,720,2,9,103,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1004,4700,1,1,707,2,3,8,0,0,0,0,0,1,0,0,Chelsea,Manhattan
8057,3515,1,1,750,1,8,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
677,5850,1,1,942,9,5,86,0,1,0,1,1,1,0,1,Midtown East,Manhattan
