rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
1189,2250,1,0,700,9,1,85,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
5637,2975,1,1,701,10,4,6,1,0,0,1,0,0,0,0,Clinton Hill,Brooklyn
7844,1500,1,1,600,6,3,85,0,0,0,0,0,0,0,0,Flatbush,Brooklyn
28,2350,1,1,550,2,2,88,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
9782,1400,1,0,650,7,11,92,0,0,0,0,0,0,0,0,Brownsville,Brooklyn
7586,1995,1,1,1000,2,5,83,0,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
1442,2300,1,1,1000,7,1,107,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
9288,3500,1,1,751,4,3,5,1,0,0,0,1,1,0,0,Williamsburg,Brooklyn
10873,2348,1,1,760,1,3,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4250,3171,1,1,711,1,29,9,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
6294,1675,1,1,805,4,4,59,1,0,0,0,0,0,0,0,Gravesend,Brooklyn
3151,5800,1,1,1293,5,10,100,0,0,0,0,0,0,0,0,DUMBO,Brooklyn
5286,1550,1,1,625,7,9,94,1,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
2282,3155,1,1,677,1,29,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
8853,2250,1,1,611,2,9,9,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
10918,3000,1,1,731,5,6,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1361,1550,1,1,650,3,2,106,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
6177,2200,1,1,475,1,3,85,0,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
8921,2978,1,1,657,2,33,3,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
6958,1650,1,1,800,3,3,85,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
5789,1750,1,1,500,2,3,85,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Brooklyn
9058,2200,1,1,750,5,5,86,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5091,3070,1,1,613,9,10,4,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5853,3445,1,1,617,6,4,92,1,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
7347,1775,1,1,750,10,4,65,0,0,0,0,0,0,0,0,Kensington,Brooklyn
7612,2970,1,1,677,1,15,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
6768,3000,1,1,930,2,2,11,0,0,1,0,0,1,0,0,Williamsburg,Brooklyn
3406,3461,1,1,725,2,23,3,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
8116,2450,1,1,750,1,2,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
62,2100,1,1,900,7,1,13,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
10788,3900,1,1,865,10,6,116,0,0,1,0,1,1,0,0,Williamsburg,Brooklyn
2690,2300,1,1,750,4,2,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4639,1350,1,1,750,7,9,92,0,0,0,0,0,0,0,0,Brownsville,Brooklyn
9672,2150,1,1,650,5,2,86,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5941,2995,1,1,765,9,4,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
11061,2650,1,1,600,7,2,117,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
9747,2799,1,1,700,6,2,11,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
8078,3800,1,1,1000,3,4,88,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
7500,3200,1,1,796,2,2,96,0,0,1,1,1,0,0,1,DUMBO,Brooklyn
9801,2650,1,1,750,1,2,92,1,0,1,0,1,0,0,0,Brooklyn Heights,Brooklyn
189,4299,1,1,901,6,10,88,0,1,0,1,1,0,0,1,Brooklyn Heights,Brooklyn
3656,2950,1,1,660,14,4,96,1,0,0,0,0,1,0,0,Columbia St Waterfront District,Brooklyn
3805,2600,1,1,655,5,2,5,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
6298,1800,1,1,779,8,4,86,1,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
480,2760,1,1,405,4,4,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
7967,2530,1,1,701,10,6,3,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
9321,3495,1,1,882,5,3,6,0,0,0,1,1,1,0,1,Williamsburg,Brooklyn
3050,3369,1,1,717,4,9,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1033,3029,1,1,655,7,3,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1945,2395,1,1,700,6,2,86,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
9125,2995,1,2,1000,4,4,3,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
3658,3370,1,1,677,1,20,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
5078,1832,1,1,690,5,11,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
2030,6500,1,1,1000,8,2,51,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
8680,3375,1,1,750,1,40,3,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1363,2850,1,1,825,12,3,9,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
9205,3600,1,1,1100,4,4,96,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
10910,2200,1,1,825,3,6,54,0,0,0,0,0,0,0,0,Ditmas Park,Brooklyn
3375,3120,1,1,677,1,28,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
8109,3000,1,1,676,5,12,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
6557,3400,1,1,723,8,3,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
544,2700,1,1,700,6,3,96,0,0,1,1,1,1,0,1,Carroll Gardens,Brooklyn
5186,2925,1,1,664,9,9,4,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3127,2400,1,1,568,4,2,1,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
4707,1650,1,1,500,8,2,91,0,0,0,0,0,0,0,0,Red Hook,Brooklyn
8961,2500,1,2,680,4,2,8,0,0,1,0,0,0,1,0,Greenwood,Brooklyn
5374,2300,1,1,700,13,4,96,0,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
9973,2750,1,1,700,12,4,9,0,0,0,0,1,0,0,0,Clinton Hill,Brooklyn
5975,2500,1,1,800,2,3,86,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5345,3225,1,1,590,1,25,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
7780,2488,1,1,500,7,5,116,0,0,0,0,1,0,0,1,Brooklyn Heights,Brooklyn
7515,2550,1,1,613,6,3,10,0,1,1,1,1,1,1,0,Park Slope,Brooklyn
11173,3411,1,1,713,4,18,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
9471,1500,1,1,700,6,3,60,0,0,0,0,0,0,0,0,Ocean Parkway,Brooklyn
6739,3900,1,1,625,5,5,1,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
3782,3320,1,1,578,1,18,17,1,0,0,0,0,1,0,0,Brooklyn Heights,Brooklyn
4079,2900,1,1,750,7,2,8,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4668,2000,1,1,650,2,4,85,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
9524,3204,1,1,616,6,2,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5352,3540,1,1,683,3,6,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3648,1425,1,1,650,4,1,88,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
6422,2000,1,1,1064,9,5,84,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
5557,2500,1,1,804,7,6,90,1,0,0,0,0,0,0,0,Flatbush,Brooklyn
1988,3340,1,1,518,1,8,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
6481,2300,1,1,680,9,3,88,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
9151,3725,1,1,661,3,8,16,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
7619,3100,1,1,950,4,1,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
9593,3600,1,1,824,2,13,89,0,1,1,0,1,0,0,1,Fort Greene,Brooklyn
924,2500,1,1,589,5,3,10,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
11122,3600,1,1,1000,3,3,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4425,2500,1,1,780,10,2,126,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
9484,1900,1,1,800,3,4,85,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Brooklyn
6488,2729,1,1,683,3,2,0,1,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
1520,2500,1,1,800,4,3,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
119,2550,1,1,673,8,4,143,1,0,0,0,0,1,0,0,Fort Greene,Brooklyn
6252,1700,1,1,650,6,4,56,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
9196,3805,1,1,706,5,9,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
7715,1800,1,1,700,5,1,87,0,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
3273,1850,1,1,700,11,2,1,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
11041,2500,1,1,800,5,3,106,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4429,2900,1,1,900,2,2,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2702,3337,1,1,677,6,2,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3950,2150,1,1,700,11,3,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
1573,3295,1,1,675,1,15,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
9015,2200,1,1,713,3,5,86,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
6232,2695,1,1,645,3,4,0,1,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
4305,3675,1,1,704,3,1,116,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
4712,3000,1,1,638,8,4,10,0,1,0,1,1,1,0,1,Greenpoint,Brooklyn
7474,2800,1,1,1000,13,3,86,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
6963,2200,1,1,500,9,3,85,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
2740,2200,1,1,400,6,2,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
1144,2200,1,1,800,6,1,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4397,6250,1,1,2000,9,4,85,0,0,0,0,0,0,0,0,Red Hook,Brooklyn
6277,3150,1,1,775,4,2,66,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
812,4314,1,1,625,5,3,1,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
10172,2800,1,1,641,3,4,7,0,1,1,1,1,0,0,1,Gowanus,Brooklyn
7611,2910,1,1,677,1,10,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
5090,3092,1,1,676,9,6,4,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
10588,1938,1,1,603,7,5,90,1,0,0,0,0,0,0,0,Flatbush,Brooklyn
4122,3950,1,1,775,5,19,6,0,1,0,1,1,0,0,1,Williamsburg,Brooklyn
10919,3000,1,1,750,3,2,7,0,1,1,1,1,1,0,1,Williamsburg,Brooklyn
3941,4000,1,1,1085,6,4,88,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
2937,2300,1,1,500,6,3,146,0,0,0,0,1,0,0,0,Cobble Hill,Brooklyn
8316,2200,1,1,750,5,2,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
4816,1550,1,1,900,10,1,85,0,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
1112,2700,1,1,900,2,2,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
9251,2500,1,1,665,5,4,86,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
10262,3875,1,1,784,6,3,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
8999,2800,1,1,700,7,1,101,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
10860,2650,1,1,1000,5,2,91,0,0,0,0,0,0,0,0,Prospect Heights,Brooklyn
8848,2300,1,1,650,2,1,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1254,3630,1,1,667,1,34,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
9209,2275,1,1,500,8,4,96,1,0,0,0,0,0,0,0,Park Slope,Brooklyn
1910,2854,1,1,605,7,5,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
8893,3750,1,1,696,2,15,3,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
7197,3800,1,1,1100,4,4,96,0,0,0,0,0,0,0,0,DUMBO,Brooklyn
3108,4400,1,1,725,4,2,9,0,0,0,1,1,1,0,1,Williamsburg,Brooklyn
5530,3400,1,1,753,1,5,10,1,0,0,0,0,1,0,0,DUMBO,Brooklyn
10806,3400,1,1,739,2,4,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4854,3200,1,1,750,1,2,115,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1456,4100,1,2,723,5,4,86,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
3167,1800,1,1,900,6,1,56,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
6510,2750,1,1,550,2,2,11,1,0,0,1,0,0,0,0,Bushwick,Brooklyn
1782,3200,1,1,700,4,4,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4466,3300,1,1,733,2,11,90,0,0,0,0,1,0,0,0,Downtown Brooklyn,Brooklyn
8664,2000,1,1,525,3,4,116,0,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
3140,2500,1,1,706,1,3,9,1,0,0,0,0,0,1,0,Bedford-Stuyvesant,Brooklyn
6949,2550,1,1,450,9,7,86,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
343,2850,1,1,620,5,4,8,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2487,3256,1,1,669,4,35,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1391,3025,1,1,655,7,5,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
10637,1550,1,1,682,4,1,96,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
808,1975,1,0,500,5,2,106,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
9777,1650,1,1,650,7,19,92,0,0,0,0,0,0,0,0,Brownsville,Brooklyn
3948,1800,1,1,700,3,2,115,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
3706,2200,1,1,800,6,2,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1082,3680,1,1,675,1,39,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
6959,2750,1,1,550,9,7,86,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
5525,1475,1,1,675,7,10,92,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
4358,3325,1,1,683,3,3,7,1,0,0,0,1,0,0,0,Williamsburg,Brooklyn
8908,2840,1,1,561,1,10,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
4661,3400,1,1,684,6,1,6,1,1,0,0,1,0,0,1,Williamsburg,Brooklyn
7084,3500,1,1,675,1,38,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2567,2750,1,1,675,3,3,85,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
1005,1900,1,1,625,4,3,88,0,1,1,1,1,0,1,1,Williamsburg,Brooklyn
10030,1750,1,1,874,5,5,55,0,1,1,1,1,1,0,1,Ocean Parkway,Brooklyn
10773,2400,1,1,746,2,1,86,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
5201,3515,1,1,683,3,4,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
6502,3100,1,1,1000,5,1,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
6656,5405,1,1,666,5,7,86,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
10216,4700,1,1,700,1,2,1,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
1905,2350,1,1,650,4,1,14,0,0,1,1,1,1,0,1,DUMBO,Brooklyn
497,3500,1,1,731,1,3,96,1,0,1,0,0,0,0,0,Williamsburg,Brooklyn
6994,1575,1,1,775,2,2,27,1,0,1,1,1,0,0,1,Coney Island,Brooklyn
8484,1800,1,1,700,3,3,112,0,0,0,0,0,0,0,0,Sunset Park,Brooklyn
5073,2149,1,1,825,5,16,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
11160,1800,1,1,850,9,1,55,0,0,0,1,0,0,0,0,Kensington,Brooklyn
11043,1800,1,1,650,5,1,91,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
6297,1825,1,1,806,8,2,86,1,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
2149,2300,1,1,500,11,3,96,0,0,0,0,0,0,0,0,Red Hook,Brooklyn
3101,3100,1,1,722,2,12,89,0,1,1,1,1,1,0,1,Fort Greene,Brooklyn
3590,3595,1,1,675,1,6,106,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
3685,3210,1,1,646,2,6,5,0,0,0,0,0,1,0,0,Williamsburg,Brooklyn
6287,1650,1,1,713,11,3,55,1,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
6531,4245,1,1,762,4,2,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3631,1971,1,1,845,2,16,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
2214,2650,1,1,634,8,4,143,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
3804,2550,1,1,650,4,3,11,0,1,1,1,1,1,0,1,Clinton Hill,Brooklyn
1165,3490,1,1,578,1,26,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
5918,2891,1,1,665,7,3,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
11260,2685,1,1,800,3,2,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
9164,4354,1,1,924,3,7,7,1,1,0,1,1,0,1,1,DUMBO,Brooklyn
4863,3300,1,1,735,8,1,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
8634,3695,1,1,813,5,8,6,0,0,0,0,0,0,0,1,Williamsburg,Brooklyn
5029,3595,1,1,706,1,30,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
5485,3200,1,1,815,6,6,88,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
8955,2850,1,1,800,2,4,86,0,0,0,0,0,0,0,0,Prospect Heights,Brooklyn
796,1725,1,1,650,2,3,88,1,0,0,0,0,0,0,0,Ocean Parkway,Brooklyn
7316,2200,1,1,400,6,4,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
2909,1550,1,1,725,2,2,92,0,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
8021,2750,1,1,650,4,4,96,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
6944,2500,1,1,1000,2,1,96,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
4302,4050,1,1,805,3,2,116,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
7880,3400,1,1,717,8,4,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
7447,2745,1,1,750,10,7,3,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
8304,2550,1,1,700,9,2,96,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
6148,2300,1,1,450,6,4,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
3694,4995,1,1,1293,5,6,100,0,1,0,0,0,1,0,0,DUMBO,Brooklyn
9637,2350,1,1,800,3,4,0,1,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Brooklyn
4285,3450,1,1,800,6,6,88,0,0,1,1,1,1,0,1,Brooklyn Heights,Brooklyn
446,2150,1,1,650,2,3,85,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
2202,3100,1,1,722,2,11,89,0,0,1,0,1,1,0,0,Fort Greene,Brooklyn
4868,2100,1,1,650,1,3,85,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
6144,2891,1,1,665,7,3,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4320,2900,1,1,662,1,22,9,0,0,1,1,0,1,1,1,Downtown Brooklyn,Brooklyn
5726,3495,1,1,675,1,41,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3376,3175,1,1,618,1,34,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
7367,2000,1,1,650,3,3,85,0,0,0,0,0,0,0,0,Bushwick,Brooklyn
6626,2800,1,1,850,6,3,5,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
7408,3000,1,1,709,6,17,11,0,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
4363,1800,1,1,650,5,2,96,0,0,0,0,0,0,0,0,Windsor Terrace,Brooklyn
7315,2800,1,1,637,3,3,6,1,0,0,1,1,0,0,1,DUMBO,Brooklyn
9259,3100,1,1,950,2,1,7,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
3733,2995,1,1,557,1,4,10,0,1,0,0,0,0,0,0,DUMBO,Brooklyn
7231,2600,1,1,710,5,3,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
4691,3100,1,1,750,2,3,52,0,0,1,0,0,1,0,0,Brooklyn Heights,Brooklyn
6295,1675,1,1,753,5,2,58,1,0,0,0,0,0,0,0,Gravesend,Brooklyn
4113,2600,1,1,582,4,3,12,0,1,0,1,1,0,0,1,Park Slope,Brooklyn
3328,3450,1,1,683,3,3,7,1,0,1,0,0,1,0,0,Williamsburg,Brooklyn
1250,4024,1,1,836,6,2,106,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
4395,4100,1,1,806,4,7,6,0,1,0,0,1,0,0,0,DUMBO,Brooklyn
6867,2650,1,1,600,3,5,106,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
7427,3450,1,1,739,2,4,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
10028,3500,1,1,966,3,1,114,0,0,1,0,0,0,0,0,Prospect Heights,Brooklyn
7442,2118,1,1,550,9,4,111,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
702,2500,1,1,500,2,1,49,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
8391,2300,1,1,700,4,5,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3190,3337,1,1,677,6,2,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1462,2800,1,1,750,11,3,58,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
2692,3050,1,1,670,3,7,2,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1722,3595,1,1,730,1,17,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
8054,2940,1,1,700,7,2,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2715,3450,1,1,700,9,2,87,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4412,3117,1,1,740,8,1,116,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5636,3050,1,1,689,2,6,90,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2780,4200,1,1,895,6,6,5,0,0,0,0,0,0,1,0,Williamsburg,Brooklyn
807,3650,1,1,662,3,7,16,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
6855,1675,1,1,788,6,4,59,1,1,0,1,1,0,0,1,Gravesend,Brooklyn
10111,3595,1,1,932,7,2,11,0,0,0,1,1,1,0,1,Williamsburg,Brooklyn
4954,3500,1,1,1135,4,1,86,0,0,1,1,1,1,0,0,Bedford-Stuyvesant,Brooklyn
9008,3300,1,1,781,2,4,10,1,0,0,1,1,0,0,0,Clinton Hill,Brooklyn
10584,2123,1,1,751,6,32,89,1,0,0,0,0,0,0,0,Flatbush,Brooklyn
560,3680,1,1,618,1,33,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
6457,1400,1,1,650,2,3,82,0,0,0,0,0,0,0,0,Flatbush,Brooklyn
2649,3170,1,1,590,1,21,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
3315,1850,1,1,790,4,2,85,0,0,0,0,0,0,0,0,Ditmas Park,Brooklyn
2986,3400,1,1,654,2,6,5,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
