rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
4096,1650,1,1,820,2,3,87,0,0,0,0,0,0,0,0,Sunnyside,Queens
2646,1500,1,1,621,6,4,13,0,0,0,0,0,0,0,0,Briarwood,Queens
629,3350,1,1,600,4,7,86,1,0,0,0,0,0,0,0,Long Island City,Queens
3903,1800,1,1,850,1,2,57,0,0,0,0,0,0,0,0,Forest Hills,Queens
5754,3125,1,1,691,6,3,0,1,0,0,0,0,0,0,0,Long Island City,Queens
8360,1350,1,1,400,18,4,85,1,0,0,0,0,0,0,0,Queens Village,Queens
8993,1450,1,1,550,20,4,85,0,0,0,0,0,0,0,0,Flushing,Queens
10246,1900,1,1,700,5,1,85,0,0,0,0,0,0,0,0,Astoria,Queens
10579,2600,1,1,812,6,1,61,0,0,0,0,0,0,0,0,Flushing,Queens
7017,2750,1,1,570,9,6,3,1,0,0,0,0,0,0,0,Astoria,Queens
1911,2900,1,1,786,1,5,10,0,0,0,0,0,0,0,0,Long Island City,Queens
1175,2700,1,1,699,14,7,9,1,1,0,0,0,0,0,0,Astoria,Queens
5423,2200,1,1,1000,1,6,79,0,0,0,0,0,0,0,0,Forest Hills,Queens
7763,1925,1,1,660,10,1,55,1,1,1,1,1,1,0,1,Sunnyside,Queens
5851,2195,1,1,700,5,3,51,0,0,0,0,0,0,0,0,Astoria,Queens
6979,3400,1,1,890,2,5,8,0,0,1,1,1,1,0,1,Long Island City,Queens
8956,3200,1,1,718,3,22,2,1,0,0,0,0,0,0,0,Long Island City,Queens
10228,3150,1,1,761,2,7,4,1,1,0,0,1,0,0,0,Long Island City,Queens
1957,2900,1,1,936,9,1,3,1,0,0,0,0,0,0,0,Astoria,Queens
6731,1750,1,1,921,2,3,68,0,0,0,0,0,0,0,0,Rego Park,Queens
4754,3117,1,1,702,3,7,16,1,0,0,0,0,0,0,0,Long Island City,Queens
6629,1725,1,1,650,4,5,50,1,0,0,0,0,0,0,0,Briarwood,Queens
10109,1500,1,1,450,7,2,76,1,0,0,0,0,0,0,0,Ridgewood,Queens
7970,1900,1,1,875,4,4,55,0,1,1,0,1,1,1,1,Forest Hills,Queens
5284,2200,1,1,500,3,8,88,0,0,0,0,0,0,0,0,Long Island City,Queens
5376,1450,1,1,525,20,3,85,0,0,0,0,0,0,0,0,Flushing,Queens
10719,3350,1,1,863,3,9,20,0,0,0,0,0,0,0,0,Long Island City,Queens
6499,2625,1,1,625,9,5,3,1,0,0,0,0,0,0,0,Astoria,Queens
5756,3225,1,1,710,6,8,0,1,0,0,0,0,0,0,0,Long Island City,Queens
2132,2400,1,1,675,17,14,27,0,1,0,1,1,0,0,1,Astoria,Queens
2647,2200,1,1,550,16,3,9,0,0,0,1,0,0,0,0,Astoria,Queens
7830,1750,1,1,714,6,3,13,0,0,0,0,0,0,0,0,Briarwood,Queens
3633,2000,1,1,618,2,3,96,0,0,0,0,0,0,0,0,Elmhurst,Queens
5529,2950,1,1,718,9,4,2,1,0,0,0,0,0,0,0,Long Island City,Queens
2498,1750,1,1,700,7,4,89,0,0,0,0,0,0,0,0,Astoria,Queens
72,3250,1,1,652,1,4,0,1,0,0,0,0,0,0,0,Astoria,Queens
10068,1900,1,1,700,4,1,81,0,0,0,0,0,0,0,0,Astoria,Queens
8166,2800,1,1,854,6,4,16,1,0,0,0,0,0,1,0,Astoria,Queens
4314,1975,1,1,788,2,2,65,1,0,0,0,0,0,0,0,Rego Park,Queens
9427,2295,1,1,758,3,3,7,0,0,0,0,0,0,0,0,Astoria,Queens
9634,1725,1,1,600,13,2,86,0,0,0,0,0,0,0,0,Astoria,Queens
5578,3000,1,1,608,1,11,8,0,0,0,0,0,0,0,0,Long Island City,Queens
6401,1850,1,1,700,2,4,11,0,0,0,0,0,0,0,0,Astoria,Queens
9878,2575,1,1,750,6,2,89,0,0,0,0,0,0,0,0,Astoria,Queens
5378,2485,1,1,620,9,5,3,1,0,0,0,0,0,0,0,Astoria,Queens
3164,2100,1,1,900,5,2,77,0,0,0,0,0,0,0,0,Astoria,Queens
5758,3175,1,1,627,6,13,0,1,0,0,0,0,0,0,0,Long Island City,Queens
8578,2050,1,1,750,4,5,88,0,0,0,0,0,0,0,0,Sunnyside,Queens
5479,1725,1,1,550,2,3,7,1,0,0,0,0,0,0,0,Sunnyside,Queens
10868,2300,1,1,800,3,2,85,0,0,0,0,0,0,0,0,Long Island City,Queens
3765,3193,1,1,702,3,21,16,1,0,0,0,0,0,0,0,Long Island City,Queens
6796,1825,1,1,773,13,5,60,1,0,0,0,0,1,0,0,Forest Hills,Queens
5132,1700,1,1,650,2,2,94,0,0,0,0,0,0,0,0,Astoria,Queens
6316,1750,1,1,720,16,4,53,0,0,0,0,0,0,0,0,Forest Hills,Queens
3252,3000,1,1,629,6,20,0,1,0,0,0,0,0,0,0,Long Island City,Queens
7972,1750,1,1,830,3,2,80,0,0,0,0,0,0,0,0,Kew Gardens,Queens
9333,2575,1,1,610,1,3,0,1,0,0,0,0,0,0,0,Astoria,Queens
9879,3450,1,1,629,6,3,85,1,0,0,0,0,0,0,0,Long Island City,Queens
8962,1750,1,1,740,4,2,78,0,0,0,0,0,0,0,0,Rego Park,Queens
7337,2100,1,1,750,7,5,64,1,1,1,1,1,1,0,0,Rego Park,Queens
8159,2200,1,1,850,4,5,56,0,0,0,0,0,0,0,0,Astoria,Queens
3454,3125,1,1,691,6,6,0,1,0,0,0,0,0,0,0,Long Island City,Queens
1931,1950,1,1,925,12,2,60,1,0,1,0,0,0,0,0,Kew Gardens,Queens
7633,2350,1,1,600,6,3,106,0,0,0,0,0,0,0,0,Astoria,Queens
5088,1850,1,1,1000,4,3,75,0,0,0,0,0,0,0,0,Forest Hills,Queens
8381,1850,1,1,875,4,2,85,0,0,0,0,0,0,0,0,Astoria,Queens
8414,1900,1,1,700,2,9,90,0,0,1,0,0,1,0,0,Astoria,Queens
3175,2350,1,1,936,11,3,8,0,0,0,0,0,0,0,0,Astoria,Queens
10833,2050,1,1,800,5,1,77,0,0,0,0,0,0,0,0,Sunnyside,Queens
10129,1650,1,1,875,8,5,84,0,0,0,0,0,0,0,0,Rockaway All,Queens
11037,1750,1,1,850,17,2,54,0,0,0,0,0,0,0,0,Flushing,Queens
6403,2400,1,1,800,9,3,96,0,1,1,1,1,1,0,1,Astoria,Queens
5755,3125,1,1,691,6,5,0,1,0,0,0,0,0,0,0,Long Island City,Queens
6478,1625,1,1,865,5,5,54,0,0,0,0,0,0,0,0,Jamaica Hills,Queens
9978,2000,1,1,722,10,5,2,0,0,0,0,0,0,0,0,North Corona,Queens
4119,2095,1,1,700,2,5,53,0,0,0,0,0,0,0,0,Astoria,Queens
7762,1950,1,1,915,6,12,56,1,0,0,0,0,0,0,0,Kew Gardens,Queens
4927,1895,1,1,680,4,1,85,0,0,0,0,0,0,0,0,Astoria,Queens
3710,1700,1,1,1000,18,4,54,0,0,0,0,0,0,0,0,Flushing,Queens
3699,3300,1,1,830,2,11,8,0,0,0,0,1,0,0,0,Long Island City,Queens
3260,3125,1,1,627,6,12,0,1,0,0,0,0,0,0,0,Long Island City,Queens
9051,2050,1,1,646,1,4,1,1,0,0,0,0,0,0,0,Elmhurst,Queens
11301,1971,1,1,850,4,5,62,1,0,0,0,0,0,0,0,Forest Hills,Queens
6899,1825,1,1,697,6,7,57,1,0,0,0,0,0,0,0,Rego Park,Queens
5676,3325,1,1,859,2,6,8,0,1,1,1,1,0,0,1,Long Island City,Queens
10239,2995,1,1,713,1,4,8,1,0,0,0,0,0,0,0,Long Island City,Queens
7502,1950,1,1,480,10,3,1,1,0,0,0,0,0,0,0,Ridgewood,Queens
8815,3500,1,1,1000,9,7,3,1,0,0,0,0,0,0,0,Astoria,Queens
5647,2570,1,1,625,9,4,3,1,0,0,0,0,0,0,0,Astoria,Queens
2716,2595,1,1,841,8,3,56,1,0,1,1,1,0,0,0,Forest Hills,Queens
1177,2400,1,1,720,2,3,6,0,0,0,0,0,0,0,0,Astoria,Queens
10254,2600,1,1,610,9,6,3,1,0,0,0,0,0,0,0,Astoria,Queens
5649,3225,1,1,629,6,14,0,1,0,0,0,0,0,0,0,Long Island City,Queens
5643,3175,1,1,627,6,13,0,1,0,0,0,0,0,0,0,Long Island City,Queens
6581,1585,1,1,700,4,1,85,0,0,0,0,0,0,0,0,Woodside,Queens
7806,2100,1,1,650,4,2,7,0,0,0,0,0,0,0,0,Astoria,Queens
7345,2700,1,1,690,3,23,20,1,0,0,0,0,0,0,0,Long Island City,Queens
2385,2000,1,1,900,4,3,70,0,0,0,0,0,0,0,0,Rego Park,Queens
6935,3110,1,1,680,3,29,16,1,0,0,0,0,0,0,0,Long Island City,Queens
4664,2300,1,1,950,3,3,85,1,0,0,0,0,0,0,0,Sunnyside,Queens
5625,2950,1,1,757,2,2,8,0,0,0,0,0,0,0,0,Long Island City,Queens
2129,2800,1,1,908,1,22,25,0,0,0,0,0,0,0,0,Forest Hills,Queens
1441,2300,1,1,802,10,3,7,0,0,0,1,0,0,0,0,Kew Gardens,Queens
6798,1975,1,1,720,5,5,64,1,0,0,0,0,0,0,0,Rego Park,Queens
3268,2375,1,1,700,4,3,9,1,0,0,0,0,0,0,0,Astoria,Queens
8932,1695,1,1,720,2,2,13,0,0,0,0,0,0,0,0,Forest Hills,Queens
10913,2400,1,1,950,0,8,50,0,0,0,0,0,0,0,0,Forest Hills,Queens
8326,1950,1,1,900,3,6,65,0,0,0,0,0,0,0,0,Jackson Heights,Queens
4890,2600,1,1,950,3,6,88,1,0,0,0,0,0,0,0,Long Island City,Queens
7305,2000,1,1,663,7,1,85,0,0,0,0,0,0,0,0,Astoria,Queens
10020,1550,1,1,700,4,4,21,0,0,0,0,0,0,0,0,Rego Park,Queens
7689,1900,1,1,600,1,2,0,0,0,0,0,0,0,0,0,Rego Park,Queens
6713,2150,1,1,800,3,4,13,1,0,0,0,0,0,0,0,Forest Hills,Queens
2663,2200,1,1,700,16,3,9,0,0,0,1,0,0,0,0,Astoria,Queens
5702,3275,1,1,630,6,15,0,1,0,0,0,0,0,0,0,Long Island City,Queens
9505,1750,1,1,850,7,2,61,0,0,0,0,0,0,0,0,Sunnyside,Queens
10540,1585,1,1,750,2,2,90,0,0,0,0,0,0,0,0,Woodside,Queens
4512,3229,1,1,702,3,20,16,1,0,0,0,0,0,0,0,Long Island City,Queens
70,2800,1,1,665,1,7,0,1,0,0,0,0,0,0,0,Astoria,Queens
6304,2545,1,1,655,9,3,3,1,0,0,0,0,0,0,0,Astoria,Queens
10618,2000,1,1,700,3,1,8,0,0,0,0,0,0,0,0,Astoria,Queens
2143,2050,1,1,800,4,1,56,0,0,0,1,1,0,0,0,Astoria,Queens
2133,2900,1,1,914,1,5,25,0,0,0,0,0,0,0,0,Forest Hills,Queens
5812,1800,1,1,700,7,9,89,0,0,0,0,0,0,0,0,Kew Gardens,Queens
8752,1800,1,1,950,4,5,75,0,0,0,0,0,0,0,0,Forest Hills,Queens
8319,1950,1,1,740,4,6,80,0,0,0,0,0,0,0,0,Sunnyside,Queens
4973,2350,1,1,882,11,3,8,0,1,0,1,1,0,0,1,Astoria,Queens
6804,1795,1,1,550,12,6,49,1,0,0,0,0,0,0,0,Flushing,Queens
5884,3050,1,1,700,5,3,0,1,0,0,0,0,0,0,0,Long Island City,Queens
6572,2625,1,1,673,10,13,6,1,0,0,0,0,0,0,0,Astoria,Queens
8324,1600,1,1,820,2,4,85,0,0,1,1,0,0,0,0,Sunnyside,Queens
1845,3500,1,1,753,1,3,85,1,0,0,0,0,0,0,0,Long Island City,Queens
471,2650,1,1,650,6,21,1,1,0,0,0,0,0,0,0,Rego Park,Queens
11245,2200,1,1,850,4,3,62,1,0,0,0,0,0,0,0,Forest Hills,Queens
1964,2650,1,1,686,9,4,3,1,0,0,0,0,0,0,0,Astoria,Queens
